volts,amps
0.89,0.884e-6
0.98,0.963e-6
1.08,1.06e-6
1.20,1.17e-6
1.34,1.32e-6
1.53,1.50e-6
1.79,1.76e-6
2.14,2.10e-6
2.35,2.76e-6
2.40,4.30e-6
2.42,6.60e-6
2.44,10.6e-6
2.46,17.3e-6
2.49,31.3e-6
2.50,50.3e-6
2.51,72.9e-6
2.53,121.3e-6
2.54,140.9e-6
2.55,215.9e-6
2.56,290.0e-6
2.58,382.5e-6
2.59,493.9e-6
2.61,692.7e-6
2.62,951.8e-6
2.64,1.28e-3
2.66,1.85e-3
2.68,2.41e-3
2.71,3.01e-3
2.73,3.67e-3
2.75,4.71e-3
2.79,5.87e-3
2.81,7.28e-3
2.85,9.12e-3
2.90,11.77e-3
2.97,15.48e-3
3.04,19.66e-3
